from_station_id,to_station_id,count,from_station_addy,to_station_addy,from_station_lng,to_station_lng,from_station_lat,to_station_lat,polyline,distance,time
76,90,974,Lake Shore Dr & Monroe St,Millennium Park,-87.616743,-87.62408432,41.880958,41.8810317,{zr~F~swuO@v@?\?t@?^@dB@nC?hA?pA?zA@`B?X?X@d@FpE@vA?B@t@?HAJ?f@?d@?hA?fB??QAS?,0.397,110
190,67,974,Southport Ave & Wrightwood Ave,Sheffield Ave & Fullerton Ave,-87.66317,-87.65370804,41.92888,41.92560188,if|~Fvu`vO?z@??rDKrDGpGGxAE???gA?q@AwB?_@A{BAqA?[Cs@CqG?Q?m@AiA?gAAaAAgBAaDAkAAwFAeBA_ACeA??g@?,0.779,137
76,177,972,Lake Shore Dr & Monroe St,Theater on the Lake,-87.616743,-87.630834,41.880958,41.926277,{zr~F~swuO@v@?\??k@Ai@?k@CeAKKEYI_@U]WY[W[U]a@s@Oc@k@aCa@yAa@_AS[S[o@o@WSi@[KE[M]IaAGg@?m@BoDX_CTW@_AJY@yADG?G?}@BS?s@@G?_A@sA@eCI]Ei@AG?sA?K?}CFy@?a@@[Bq@DSBe@J_@N_Ah@}B|AiAr@gBhAcDjB}EtCoHnEi@ZsGvDWLe@VwAx@g@b@OTYl@Qt@KbBMrEKjAIf@Kf@a@pAQ`@[j@KPo@r@[Xw@d@]LgAZwCl@u@LqATaANeG`AaLdBcC^{@FqABaCB{CFk@@c@@}@FeAPi@P_Bp@WJMF{KhEmAh@u@\k@VsChAoDlAmEjA}Cn@{AVyDf@wAToPnD??kCHaA?oB?e@@w@J??B\,3.508,269
294,463,966,Broadway & Berwyn Ave,Clark St & Berwyn Ave,-87.659753,-87.6680471,41.978353,41.97799665,s{e_Gta`vOn@????~BArB?zB?tB?zBDxB@vBAvBBvBDrM?x@,0.434,68
177,249,956,Theater on the Lake,Montrose Harbor,-87.630834,-87.638181,41.926277,41.963982,yu{~FrkzuOC]e@No@XiDlB{CpA??mALsAHmD@eNMg@@cACk@@q@DiBTeARqAZgC~@sBpA}AlAmBrB{@hAeFvHOTW^i@z@gA~AcArAaAfAs@n@eAz@u@h@sAbAw@f@iAj@}B~@uB`AODm@XcEjBkDvAa@Lu@`@wB~@aD|A[N{GdDsDjBMFgFnCgA`@gATc@DgB?aAEm@?mCAiC@mA@a@B[Bu@HkARy@PuBf@{C~@sBn@}A^iARcD`@{BH??yCc@_Ca@wBm@KAI@??C[k@yIa@wGI_Bg@_KEi@UoAWi@[c@_@]YQi@U??aAG,3.107,279
463,294,939,Clark St & Berwyn Ave,Broadway & Berwyn Ave,-87.6680471,-87.659753,41.97799665,41.978353,uye_GftavO@~@??uDGqAA}AC}@Bo@BoADwDNaDXM@uAPq@Hs@F???uBAcAC}KE}C?yBAwB?i@?qAAwBCwB?sBAyBCaC??^?xIExHKp@AtCCdDE,1.207,209
195,44,937,Columbus Dr & Randolph St,State St & Randolph St,-87.619521,-87.62773357,41.884728,41.8847302,sqs~F~dxuO?fE??c@???MGiD@[?OHKH??{A?k@@[@S???@`@DrHBjFDVFJ?VAZ?bB?^??N?t@Af@AtAAtB?v@CpAC??ChC?\?hD?JAbE@nB??a@@E?,0.759,169
334,177,932,Lake Shore Dr & Belmont Ave,Theater on the Lake,-87.639192,-87.630834,41.940775,41.926277,wp~~Fhb|uOL?nBE??KkAQeA??f@_@h@U??d@o@h@_AfAiCv@qAv@eBj@}@R[PWbFuHfAoAz@y@h@_@h@g@bBcAh@Wp@YxAg@vA[nBWr@E^Az@?d@?d@@pQDdBEbBOlAS??rBEzC@n@Ax@ETE??OeBE_@KgA,1.252,126
67,190,922,Sheffield Ave & Fullerton Ave,Southport Ave & Wrightwood Ave,-87.65370804,-87.66317,41.92560188,41.92888,_r{~F`z~uOf@???BdA@~@@dB@vF@jA@`D@fB@`A?fA@hA?l@?PBpGBr@?Z@pA@zB?^@vB?p@?fA??yADqGFsDFsDJ???{@,0.779,132
255,284,920,Indiana Ave & Roosevelt Rd,Michigan Ave & Jackson Blvd,-87.623041,-87.62408,41.867888,41.87785,qip~FhayuOe@AmAAS?[?e@?cA?W?_@?{ABo@?gA@sBB{@@mA?aB?k@?mB@qBB}@@mA@Q@{B@oBBMAuA@W?}B?UAG?S?{B@E?,0.684,122
52,192,909,Michigan Ave & Lake St,Canal St & Adams St,-87.624117,-87.639904,41.886024,41.879255,m|s~FrcyuOeA@S@???^N?t@Af@AtAAtB?v@CpACdAC`A?pB?xDGf@An@A`@?h@?l@A`@?r@AlCAvBA??@pD@~CDhDDhC?V?`BBxE?`H@rA@l@BnDB|G?H@t@DhFBzCAzA?l@AP?^?N?Z@fF?Z@^@fEAr@,1.338,256
177,459,909,Theater on the Lake,Lakefront Trail & Bryn Mawr Ave,-87.630834,-87.65231047,41.926277,41.9840367,yu{~FrkzuOC]e@No@XiDlB{CpA??mALsAHmD@eNMg@@cACk@@q@DiBTeARqAZgC~@sBpA}AlAmBrB{@hAeFvHOTW^i@z@gA~AcArAaAfAs@n@eAz@u@h@sAbAw@f@iAj@}B~@uB`AODm@XcEjBkDvAa@Lu@`@wB~@aD|A[N{GdDsDjBMFgFnCgA`@gATc@DgB?aAEm@?mCAiC@mA@a@B[Bu@HkARy@PuBf@{C~@sBn@}A^iARcD`@{BHeB?yBHuAFsALQBUB{H`A[DwInAMBMBK@_IfA[DmG|@eAPWBODe@DuGz@}ARqDf@aDl@{Cr@y@Rk@NkLfEWJgGvBqHnCsE~A_AXoAZkC^qANoDLgBBI?S?,4.241,282
341,3,908,Adler Planetarium,Shedd Aquarium,-87.607267,-87.61535539,41.866095,41.86722596,w~o~FfyuuOCCm@@CB@~O?XH|M?^@tA?f@?r@??WDQHKLGNAV?PHP,0.386,99
6,76,904,Dusable Harbor,Lake Shore Dr & Monroe St,-87.61279454,-87.616743,41.88504199,41.880958,gqs~F~|vuOEF@v@@R?rA??^Rl@^ZVl@r@d@x@N^Pj@f@xBN`A^z@Zj@r@t@`@Zn@^XJr@P`@D|@BfA????u@?]Aw@,0.412,75
312,240,890,Clarendon Ave & Gordon Ter,Sheridan Rd & Irving Park Rd,-87.649519,-87.654406,41.957879,41.954245,u{a_Gn`~uO?p@??vAEP?pF?L?lAA|BEzAC??B`DBbIBvI?lA?|@??v@A,0.509,92
423,322,887,University Ave & 57th St,Kimbark Ave & 53rd St,-87.59941433,-87.594747,41.79147573,41.799568,oka~FhgtuOCiGCaD@eD??eJDeJJO?}GFkC@sCFyDAkBA??CiCAuD?s@,0.801,152
195,35,877,Columbus Dr & Randolph St,Streeter Dr & Illinois St,-87.619521,-87.6122,41.884728,41.891071,sqs~F~dxuO?fE??c@???MGiD@[?OHKH??{A?k@@[@S?E?{A@gAEG?g@EeD_@KAg@Ei@Iy@Ia@AoAI[COAgCC??@kB?mEEuD?iAC}BCgEAcB?s@?yBAaB?O?eAAmF,0.91,150
284,255,875,Michigan Ave & Jackson Blvd,Indiana Ave & Roosevelt Rd,-87.62408,-87.623041,41.87785,41.867888,ogr~FbbyuOwA@??EgD?O?sAAaCEuGA]??|AA^?pAAT?n@A`CAvA?L?H?bBEvBC`@?h@?dAAbA?dA?~DAdA?rA?hDC|@Al@?rA?x@Ab@AZAH?L?X?j@?\ATLxACz@G???d@@p@@~@@r@@fB?nA@j@@hA?N@pB?J@`A??O?Y?e@A,1.167,179
459,177,873,Lakefront Trail & Bryn Mawr Ave,Theater on the Lake,-87.65231047,-87.630834,41.9840367,41.926277,c_g_Gjt~uOwAB_AFWFe@XQL_@f@Yn@Qr@IdAAl@@nCBn@??XCI_AAgDFo@No@LUR[PQLGFEd@KTCbDAH?zCCr@EjBMrAQ`Ew@RI`Cs@`C{@bJcDtEcBVKvM{Ev@Uj@M`Bc@jAW`B[nFy@jAOdCc@xASh@INCTEjHeAp@IpIoAJALCLA`IgAVCvIsARCFAH?b@E~AMxEK|@AvBKdC]NAJC`@GnAWl@MlGmBvAa@`AUhAQhAMVCh@C|BE~CDjAAjA@nA?p@A`@E`AQfA_@jCqAzBkAvDkBvGcD|@a@|FqCzM}Ff@U~BcA~As@pBeAb@YfCmBnBcBt@w@t@{@rAkBbAyAj@}@R[PWbFuHfAoAz@y@h@_@h@g@bBcAh@Wp@YxAg@vA[nBWr@E^Az@?d@?d@@pQDdBEbBOlAS??rBEzC@n@Ax@ETE??OeBE_@KgA,4.697,360
97,76,867,Museum Campus,Lake Shore Dr & Monroe St,-87.617759,-87.616743,41.865212,41.880958,ewo~F|ywuO?lA?tAA^@p@??w@J}BXm@Da@Bm@Ek@I]Ik@Wg@YYWoBgB_@Y_@_@_@[s@o@s@k@aAe@s@Qg@Go@CoE@sDD}FDM?gDBeA@iGFm@?qCD{HDiC@yBBq@@gEB???]Aw@,1.216,127
334,268,858,Lake Shore Dr & Belmont Ave,Lake Shore Dr & North Blvd,-87.639192,-87.626804,41.940775,41.911722,wp~~Fhb|uOL?nBE??KkAQeA??f@_@h@U??d@o@h@_AfAiCv@qAv@eBj@}@R[PWbFuHfAoAz@y@h@_@h@g@bBcAh@Wp@YxAg@vA[nBWr@E^Az@?d@?d@@pQDdBEbBOlASz@OnA[rFkAnKyB`ASpOeDjHcA|AYbCi@rCu@zAe@vDuA|Ao@??hAU`Ae@bA[TGj@Ij@G??zAMnD]n@Il@SPI`@UvAq@@?,2.216,193
195,91,853,Columbus Dr & Randolph St,Clinton St & Washington Blvd,-87.619521,-87.64117,41.884728,41.88338,sqs~F~dxuO?fE??c@???MGiD@[?OHKH??{A?k@@[@S?E?{A@gAEG?g@E??Cd@APm@zGSnCC`EAjA?t@?rBHj@Rj@PTh@h@t@p@x@v@DBDH`@l@R~@Bj@?fAAj@?^EhL?b@@zB@lCBnC@fE?dBAnDB`BBZXz@tAjCr@jAb@h@ND\@L?bA@??XGZGxABZ@??@J?T?RBxD?h@?rA?|D??k@?qEBI@??BbD?X@bB??R?hFEf@?nDG,1.781,329
240,254,848,Sheridan Rd & Irving Park Rd,Pine Grove Ave & Irving Park Rd,-87.654406,-87.648043,41.954245,41.954383,_ea_Gv__vOw@@???}@?mACwICcICaDC{C?e@A{C?A,0.359,63
195,174,841,Columbus Dr & Randolph St,Canal St & Madison St,-87.619521,-87.639833,41.884728,41.882091,sqs~F~dxuO?fE??c@???MGiD@[?OHKH??{A?k@@[@S?E?{A@gAEG?g@E??Cd@APm@zGSnCC`EAjA?t@?rBHj@Rj@PTh@h@t@p@x@v@DBDH`@l@R~@Bj@?fAAj@?^EhL?b@@zB@lCBnC@fE?dBAnDB`BBZXz@tAjCr@jAb@h@ND\@L?bA@??XGZGxABZ@??@JnAAp@AfA?N?^?d@?`BArAC`@???FrH?R@x@?rC??i@?,1.638,312
35,255,833,Streeter Dr & Illinois St,Indiana Ave & Roosevelt Rd,-87.6122,-87.623041,41.891071,41.867888,ozt~FdwvuOA{B??eDD??@jABhFDvBDzB??xCM~A?H?dAA^AnDC??NI|@?L?|@AnAAd@?n@AFDVC??HAJK\SREN?tBIhEEp@@TDn@NLFb@VNPNFPJn@j@n@v@V`@j@pA`AtC^z@Zj@r@t@`@Zn@^XJr@P`@D|@BfA?~NMxNK\?nBCrBGP@b@ClECfSKh@Bn@Hj@Pf@Vv@j@p@l@r@n@d@b@vAnANNRN???f@M^AhA?d@@|A?`@?d@@p@@~@@r@@fB?nA@j@@hA?N@pB?J@`A??O?Y?e@A,2.308,284
322,423,833,Kimbark Ave & 53rd St,University Ave & 57th St,-87.594747,-87.59941433,41.799568,41.79147573,{}b~FbjsuO?r@@tDBhC??jB@xD@rCGjCA|GGN?dJKdJE??AdDB`DBhG,0.801,152
99,268,831,Lake Shore Dr & Ohio St,Lake Shore Dr & North Blvd,-87.614492,-87.626804,41.89257,41.911722,gdu~F`fwuOCESAc@FcA^c@X}C`B}CdBq@^s@^_Aj@_E`CcAp@gBfA}ChBGD[P_CvA_DdBoAt@g@XURMVEXAT@z@BbCLjO@~@??@T??aBQo@G]@UDa@VUTUNKPc@FcDr@uA^}@Rk@DiCJg@DoALcAP_C^_ALmCb@}@NiEp@m@HyAL{BJ{A@cBFUJiAh@]NKF,1.63,227
177,334,817,Theater on the Lake,Lake Shore Dr & Belmont Ave,-87.630834,-87.639192,41.926277,41.940775,yu{~FrkzuOC]e@No@XiDlB{CpA??mALsAHmD@eNMg@@cACk@@q@DiBTeARqAZgC~@sBpA}AlAmBrB{@hAeFvHOTW^i@z@??uAlAeD|C}@z@QRSL??LPHJDLFPHXNn@PdAJjA??oBDM?,1.243,113
255,76,815,Indiana Ave & Roosevelt Rd,Lake Shore Dr & Monroe St,-87.623041,-87.616743,41.867888,41.880958,qip~FhayuOe@AmAAS?[?e@?cA?W?_@?{ABo@?gA@sBB{@@mA?aB?k@?mB@??G_ECkBAiBCoG?]Ai@?{@?eF?iA@{CAu@?g@?o@??M?gDBeA@iGFm@?qCD{HDiC@yBBq@@gEB???]Aw@,1.277,176
35,97,811,Streeter Dr & Illinois St,Museum Campus,-87.6122,-87.617759,41.891071,41.865212,ozt~FdwvuOA{B??eDD??@jABhFDvBDzB??xCM~A?H?dAA^AnDC??NI|@?L?|@AnAAd@?n@AFDVC??HAJK\SREN?tBIhEEp@@TDn@NLFb@VNPNFPJn@j@n@v@V`@j@pA`AtC^z@Zj@r@t@`@Zn@^XJr@P`@D|@BfA?~NMxNK\?nBCrBGP@b@ClECfSKh@Bn@Hj@Pf@Vv@j@p@l@r@n@d@b@vAnANNRN???f@M^AhA?d@@|A?`@??\En@OhCk@vA[`AU??RSHE|A]JEJODa@?iAAq@@_@?uA?mA,2.375,300
341,90,806,Adler Planetarium,Millennium Park,-87.607267,-87.62408432,41.866095,41.8810317,w~o~FfyuuOCCm@@CB@~O?XH|M?^@tA?f@?r@Bl@DXPPVHNCRE^GzBEX???B\@vB?fA?\Bd@?nD@tB?H?p@?z@?jB?tAA^@p@??w@J}BXm@Da@Bm@Ek@I]Ik@Wg@YYWoBgB_@Y_@_@_@[s@o@s@k@aAe@s@Qg@Go@CoE@sDD}FDM?gDBeA@iGFm@?qCD{HD??@r@?`@?zA?vB?`@?fA?N@lA?h@?d@?vB@\DtG@`C?rA?NDfD??kDDmADwB?mCAQAS?,2.216,385
85,76,803,Michigan Ave & Oak St,Lake Shore Dr & Monroe St,-87.62377664,-87.616743,41.90096039,41.880958,iwv~Fp_yuOAMMkOCcCA{@@UDYLWTSf@YnAu@~CeB~BwAZQFE|CiBfBgAbAq@??@^?f@?j@@l@?v@DfGCLA~@@dA?\??F?F?A[?_@AeBGOEgG?w@Am@?k@?g@A_@CW??^UzFoDnAq@tBqAd@Yr@c@hDwBXK`AS`@Cd@A~ADN?jFBH?D@~@Ez@?fAAnACjAA|@AJAz@?H?H?xAEvAAXA`CIfBAlC@TBt@Lv@ZNFPJn@j@n@v@V`@j@pA`AtC^z@Zj@r@t@`@Zn@^XJr@P`@D|@BfA????u@?]Aw@,2.113,252
91,43,803,Clinton St & Washington Blvd,Michigan Ave & Washington St,-87.64117,-87.62464914,41.88338,41.88389277,ajs~Fpl|uOb@???@K??EQ@sB@wBDO?OAoCE{A?GAqC@yB?S?_@?QAgA@_FAuG?MAeF?aA?eA?cFAgH?mH?]??mBBe@BmBBa@@qA@yB@W???F}FB{@@mECgC??tB?v@CpACdACr@?,1.187,231
306,240,795,Sheridan Rd & Buena Ave,Sheridan Rd & Irving Park Rd,-87.65423,-87.654406,41.9584,41.954245,i_b_Gz}~uO?pA??hBClBAbDEzEExDAv@A,0.311,66
49,174,793,Dearborn St & Monroe St,Canal St & Madison St,-87.62952092,-87.639833,41.88131982,41.882091,o}r~FpbzuO_CB??DbH@zB?dB?fADhH?LBxGCbH?L?d@FrH?R@x@?rC??i@?,0.59,115
76,97,787,Lake Shore Dr & Monroe St,Museum Campus,-87.616743,-87.617759,41.880958,41.865212,{zr~F~swuO@v@?\?t@??~NMxNK\?nBCrBGP@b@ClECfSKh@Bn@Hj@Pf@Vv@j@p@l@r@n@d@b@vAnANNRN???f@M^AhA?d@@|A?`@??\En@OhCk@vA[`AU??RSHE|A]JEJODa@?iAAq@@_@?uA?mA,1.345,186
192,43,781,Canal St & Adams St,Michigan Ave & Washington St,-87.639904,-87.62464914,41.879255,41.88389277,upr~Fjd|uOAlFBjBB~D??{F@eDD_B@kGJ???iH@K??EQ@sB@wBDO?OAoCE{A?GAqC@yB?S?_@?QAgA@_FAuG?MAeF?aA?eA?cFAgH?mH?]??mBBe@BmBBa@@qA@yB@W???F}FB{@@mECgC??tB?v@CpACdACr@?,1.66,302
268,76,775,Lake Shore Dr & North Blvd,Lake Shore Dr & Monroe St,-87.626804,-87.616743,41.911722,41.880958,y{x~FnqyuOA?wAp@??Ae@@SFWTOTIvBc@LAREx@G~AYbBCZAvBIvBUtDm@tGcApFy@VCpCa@~@OhCe@lAY~@a@t@k@n@q@HMNSh@eAXs@`@gBPwAHgBHsEFy@Rk@Vc@f@c@dAk@dAm@FExA{@hC{AHGfAo@`DkBtCcB^UzFoDnAq@tBqAd@Yr@c@hDwBXK`AS`@Cd@A~ADN?jFBH?D@~@Ez@?fAAnACjAA|@AJAz@?H?H?xAEvAAXA`CIfBAlC@TBt@Lv@ZNFPJn@j@n@v@V`@j@pA`AtC^z@Zj@r@t@`@Zn@^XJr@P`@D|@BfA????u@?]Aw@,2.563,225
192,133,768,Canal St & Adams St,Kingsbury St & Kinzie St,-87.639904,-87.63850577,41.879255,41.88917683,upr~Fjd|uOAlF??|BEbCA??AcH??{@@_EF}B@eCBwB@Y@mB@_GBm@He@BeC@c@?k@?qEBI@qABeCDeCHU@mDD{@Ba@?O?I????Y?e@E_CAe@?_@?c@,1.065,159
249,459,763,Montrose Harbor,Lakefront Trail & Bryn Mawr Ave,-87.638181,-87.65231047,41.963982,41.9840367,}ac_Gh{{uOm@Fi@PULWTi@j@o@bAi@pA_AzCYfAs@dCq@pBm@bB]v@??eAgA[IOAo@HSH[X[d@cBtBuAtA}AnAw@h@QPMVIl@Ab@@XPlB`@~F@X??MFQPgAfAgAl@m@TuAh@??}ARqDf@aDl@{Cr@y@Rk@NkLfEWJgGvBqHnCsE~A_AXoAZkC^qANoDLgBBI?S?,1.742,210
35,4,762,Streeter Dr & Illinois St,Burnham Harbor,-87.6122,-87.613348,41.891071,41.856268,ozt~FdwvuOA{B??eDD??@jABhFDvBDzB??xCM~A?H?dAA^AnDC??NI|@?L?|@AnAAd@?n@AFDVC??HAJK\SREN?tBIhEEp@@TDn@NLFb@VNPNFPJn@j@n@v@V`@j@pA`AtC^z@Zj@r@t@`@Zn@^XJr@P`@D|@BfA?~NMxNK\?nBCrBGP@b@ClECfSKh@Bn@Hj@Pf@Vv@j@p@l@r@n@d@b@vAnANNRNTRx@j@RJh@Tj@L`AJb@@pAKjC]LChFs@zBc@nBc@pHoB??bAKf@KvA_@nD}@n@OxDy@^M??c@wBU}AGoC??\?j@OvOsD??Eg@Ei@Ie@Si@??\\LP??Ke@GQGKWS]IW@SFaAj@_@L??COGg@,3.192,421
195,192,756,Columbus Dr & Randolph St,Canal St & Adams St,-87.619521,-87.639904,41.884728,41.879255,sqs~F~dxuO?fE??c@???MGiD@[?OHKH??{A?k@@[@S???@`@DrHBjFDVFJ?VAZ?bB?^??N?t@Af@AtAAtB?v@CpACdAC`A?pB?xDGf@An@A`@?h@?l@A`@?r@AlCAvBA??@pD@~CDhDDhC?V?`BBxE?`H@rA@l@BnDB|G?H@t@DhFBzCAzA?l@AP?^?N?Z@fF?Z@^@fEAr@,1.717,322
240,312,750,Sheridan Rd & Irving Park Rd,Clarendon Ave & Gordon Ter,-87.654406,-87.649519,41.954245,41.957879,_ea_Gv__vOw@@???}@?mACwICcICaDC{C?e@A{CAuBAoB?_@AqCC_C?Y??KPKHkALw@LeAXiA`@kGdBc@Jq@J??FtIBfH,0.904,178
268,99,749,Lake Shore Dr & North Blvd,Lake Shore Dr & Ohio St,-87.626804,-87.614492,41.911722,41.89257,y{x~FnqyuOA?wAp@??Ae@@SFWTOTIvBc@LAREx@G~AYbBCZAvBIvBUtDm@tGcApFy@VCpCa@~@OhCe@lAY~@a@t@k@n@q@HMNSh@eAXs@`@gBPwAHgBHsEFy@Rk@Vc@f@c@dAk@dAm@FExA{@hC{AHGfAo@`DkBtCcB^UzFoDnAq@tBqAd@Yr@c@??tAc@dAm@XKj@Od@Cn@CJ???^Hn@JLFJL??@nB@xB?fABjD@dC??eDF???}J?mC?y@?_@CK,2.075,208
24,199,746,Fairbanks Ct & Grand Ave,Wabash Ave & Grand Ave,-87.62062,-87.626937,41.89186,41.891738,y~t~FzkxuO@|BJxG?T@rF@|@?rEBhG?n@,0.326,43
240,306,742,Sheridan Rd & Irving Park Rd,Sheridan Rd & Buena Ave,-87.654406,-87.65423,41.954245,41.9584,_ea_Gv__vOw@@yD@{EDcDDmB@iBB???qA,0.311,64
13,220,731,Wilton Ave & Diversey Pkwy,Hampden Ct & Diversey Pkwy,-87.65268082,-87.642385,41.93250008,41.93262,a}|~Fxs~uOe@???AmFCqFAcAAsAA}AAaBA_@?c@CeB?{BAkA?OCoE?OAmBAcBAu@AgB?[AuC?k@??p@C,0.552,89
97,35,722,Museum Campus,Streeter Dr & Illinois St,-87.617759,-87.6122,41.865212,41.891071,ewo~F|ywuO?lA?tAA^@p@??w@J}BXm@Da@Bm@Ek@I]Ik@Wg@YYWoBgB_@Y_@_@_@[s@o@s@k@aAe@s@Qg@Go@CoE@sDD}FDM?gDBeA@iGFm@?qCD{HDiC@yBBq@@gEBk@Ai@?k@CeAKKEYI_@U??q@y@i@y@_@eAMk@WoBOu@g@yAw@qAWY{@q@}@g@??QIMGo@Oo@G_AB_AFaCPgCRUDI@SLKAGBYVQVKLMFM@G?I?c@?M?{@@iA@??mBUqDYeACI?IAu@?a@@???O?eAAmF,2.085,241
43,91,715,Michigan Ave & Washington St,Clinton St & Washington Blvd,-87.62464914,-87.64117,41.88389277,41.88338,ims~FddyuOL?pB?xDGf@An@A`@?h@?l@A`@?r@AlCAvBA??@pD@~CDhDDhC?V?`BBxE?`H@rA@l@BnDB|G?H@t@DhFBzCAzA?l@AP?^?N?Z@fF?Z@^@fE??}B@eCBwB@Y@mB@_GBm@He@BeC@c@?k@?qEBI@??BbD?X@bB??R?hFEf@?nDG,1.769,291
77,283,715,Clinton St & Madison St,LaSalle St & Jackson Blvd,-87.641066,-87.631985,41.882242,41.87817,}bs~Fjl|uOhAAbCC|BEbCAtBC|BEbCA??AcH?aACuE?MAQ?_@AkDAM?a@?S@S?o@?aA?k@?c@?qACuCAaC?MAiEAsA?}@,0.758,143
174,43,714,Canal St & Madison St,Michigan Ave & Washington St,-87.639833,-87.62464914,41.882091,41.88389277,abs~Fbc|uOuEB??AoCE{A?GAqC@yB?S?_@?QAgA@_FAuG?MAeF?aA?eA?cFAgH?mH?]??mBBe@BmBBa@@qA@yB@W???F}FB{@@mECgC??tB?v@CpACdACr@?,1.17,223
117,296,713,Wilton Ave & Belmont Ave,Broadway & Belmont Ave,-87.65304,-87.645451,41.94018,41.940106,cm~~Flu~uOl@???CuGAy@?eBAyB?YA{@?mA?gAA}@CaHA_AAoG,0.398,83
35,24,705,Streeter Dr & Illinois St,Fairbanks Ct & Grand Ave,-87.6122,-87.62062,41.891071,41.89186,ozt~FdwvuOA{B??eDD??@jABhFDvBDzBAl@@nB@xB?fABjD@dC@rD?fE@xB?X?~@,0.555,85
99,35,704,Lake Shore Dr & Ohio St,Streeter Dr & Illinois St,-87.614492,-87.6122,41.89257,41.891071,gdu~F`fwuOCESAc@FcA^c@X???z@BjHBrEF~K@rA@R??v@@dB?~CE??lB?n@???A]@kB?mEEuD?iAC}BCgEAcB?s@?yBAaB?O?eAAmF,0.925,158
97,90,702,Museum Campus,Millennium Park,-87.617759,-87.62408432,41.865212,41.8810317,ewo~F|ywuO?lA?tAA^@p@??w@J}BXm@Da@Bm@Ek@I]Ik@Wg@YYWoBgB_@Y_@_@_@[s@o@s@k@aAe@s@Qg@Go@CoE@sDD}FDM?gDBeA@iGFm@?qCD{HD??@r@?`@?zA?vB?`@?fA?N@lA?h@?d@?vB@\DtG@`C?rA?NDfD??kDDmADwB?mCAQAS?,1.57,218
6,3,688,Dusable Harbor,Shedd Aquarium,-87.61279454,-87.61535539,41.88504199,41.86722596,gqs~F~|vuOEF@v@@R?rA??^Rl@^ZVl@r@d@x@N^Pj@f@xBN`A^z@Zj@r@t@`@Zn@^XJr@P`@D|@BfA?~NMxNK\?nBCrBGP@b@ClECfSKh@Bn@Hj@Pf@Vv@j@p@l@r@n@d@b@vAnANNRN???f@M^AhA?d@@|A?`@??\En@OhCk@vA[`AU??RSHE|A]JEJODa@?iAAq@@_@?uA?kB?{@?q@?IAuB?oDCe@?]?gAAwBC]?_@??O?I?kA?c@CYGIEQEGEGAUIWCO@??WDQHKLGNAV?PHP,2.021,306
26,268,678,McClurg Ct & Illinois St,Lake Shore Dr & North Blvd,-87.6173,-87.626804,41.89102,41.911722,azt~FbwwuOC}BCgEAcB?s@?yBAaB??}CKgAAkAHUBa@JSHm@XmA|@i@b@y@~@iAr@gBhAcDjB}EtCoHnEi@ZsGvDWLe@VwAx@g@b@OTYl@Qt@KbBMrEKjAIf@Kf@a@pAQ`@[j@KPo@r@[Xw@d@]LgAZwCl@u@LqATaANeG`AaLdBcC^{@FqAB??uAQiBB{ACaAGi@IaAKm@Ca@?y@Hs@NMFUXMZOR??RRFRzAzAd@v@HT??PI`@UvAq@@?,2.096,224
268,334,678,Lake Shore Dr & North Blvd,Lake Shore Dr & Belmont Ave,-87.626804,-87.639192,41.911722,41.940775,y{x~FnqyuOA?wAp@a@T??Ys@W_@_@a@m@k@SMQCSS??KFo@Dc@Jc@ZuCbC}AdAWRq@h@u@\k@VsChAoDlAmEjA}Cn@{AVyDf@wAToPnDgCj@cGpAuH`BuB`@mALsAHmD@eNMg@@cACk@@q@DiBTeARqAZgC~@sBpA}AlAmBrB{@hAeFvHOTW^i@z@??uAlAeD|C}@z@QRSL??LPHJDLFPHXNn@PdAJjA??oBDM?,2.294,194
90,341,677,Millennium Park,Adler Planetarium,-87.62408432,-87.607267,41.8810317,41.866095,m{r~FlbyuOUAS?sAG_@@o@?G?U?oEDcBDM@M@o@Dk@BWB??B[NU@O?U@{A?aA?_ALgB?wCAM?mC??l@?^AjCC~@?l@@vALf@Dd@Bt@@l@Ab@?ROZ?hA?Z?v@AdCExBCf@At@C|AA^?pAAT?n@A`CAvA?L?H?bBEvBC`@?h@?dAAbA?dA?~DAdA?rA?hDC|@Al@?rA?x@Ab@AZAH?L?X?j@?\ATLxACz@G\En@OhCk@vA[`AU??RSHE|A]JEJODa@?iAAq@@_@?uA?kB?{@?q@?IAuB?oDCe@?]?gAAwBC]?_@??O?I?kA?c@CYGIEQEGEGA???}@?o@?k@?e@?YIgN?W?OKmO,2.458,433
268,94,677,Lake Shore Dr & North Blvd,Clark St & Armitage Ave,-87.626804,-87.636282,41.911722,41.918306,y{x~FnqyuOA?wAp@a@TQH??XtAHtAExAMz@WfAgAnCSh@k@dBYpAEVI|@ClAB~@Hx@J`@J`@Lb@??k@\[P_@TMDs@^MHm@\eB|@w@`@c@R}@d@OHqBdASJa@ROHmBdA{@f@_Af@s@`@KF[PMH[N??Lf@,0.789,145
210,130,675,Ashland Ave & Division St,Damen Ave & Division St,-87.667747,-87.67695,41.90345,41.90331,cgw~FjravO@dADdC@vB@xB@zA@xCBrF@xA?tAB|@Ap@@fC@bA@pB?tB@x@?rA,0.464,105
