from_station_id,to_station_id,count,from_station_addy,to_station_addy,from_station_lng,to_station_lng,from_station_lat,to_station_lat,polyline,distance,time
344,462,348,Ravenswood Ave & Lawrence Ave,Ravenswood Ave & Balmoral Ave,-87.674237,-87.67581473,41.96909,41.97977022,wad_GvzbvO_MD}A@{HJuA?yADyDDyCB_@BiDDqCDa@EQEuDAuC@MBKL???n@AjA@jC,0.806,217
45,90,347,Michigan Ave & Congress Pkwy,Millennium Park,-87.624426,-87.62408432,41.876243,41.8810317,y}q~FdcyuO@?jBA???t@BlBBhC?^AlD@d@@|A??mCDiA?_@?iDBuA@??CiCCiD?_@A_C?K?WAiCAg@??kDDmADwB?mCAQAS?,0.743,168
85,90,347,Michigan Ave & Oak St,Millennium Park,-87.62377664,-87.62408432,41.90096039,41.8810317,iwv~Fp_yuO?p@??@T?V??nCGT?N?R?^A`@?v@?dDE`AA`@@|@B~@Dd@Dx@HNBf@Dn@?P?V?z@?~CC`AAd@Av@AlAArA?bAAZ?|@AlCCF?FAF?dACz@A\AF?V?l@At@AFAF?H?HAH?R?L@F@H@|@NTBLB`@F\DhANFBVDLBF@TFFBb@BxA?`@?dAAJA^?F?N?t@Af@AtAAtB?v@CpACdAC`A?pB?xDGf@An@A`@?h@?l@A`@?r@A???e@QAS?,1.432,334
177,303,347,Theater on the Lake,Broadway & Cornelia Ave,-87.630834,-87.64598,41.926277,41.945512,yu{~FrkzuOC]e@No@XiDlB{CpA??mALsAHmD@eNMg@@cACk@@q@DiBTeARqAZgC~@sBpA}AlAmBrB{@hAeFvHOTW^i@z@??uAlAeD|C}@z@QRSL??LPHJDLFPHXNn@PdAJjA??oBDs@?w@@_@?e@F}@TiA`@{B~@gBv@??BpCDxM@bEBf@??iAn@uAt@cAd@iAl@cCrA??I[,1.827,233
342,91,347,Wolcott Ave & Polk St,Clinton St & Washington Blvd,-87.673688,-87.64117,41.871262,41.88338,i~p~FdxbvOI?q@B??BjE?b@?zA@dB@V?`@??uGF{@BS?aADwABeAB_CD???g@??S_CWoEGsAU}B?WA}@AwAEoHBuGAaDEkKAg@IsW?iBAiBAuBAuMHaLXiRLoG@y@BeEEcE?cBAS??LeBRyDCU@_A@_DFc@Nc@NYv@eANWJ[Hg@Bq@Co@G]COUg@MOMOQKOIMCc@E]B[FWJq@l@{@dAm@l@g@XQDuAT{ALMB_@B]BcAAe@JsBKoA?M?I@MA_AAiB@w@BK?O?aBAm@@[?e@Be@B}ABs@@u@@}@@??sAQe@K}@KeCEc@A}AB??FgF@oC?sA?_AAy@AmF??R?hFEf@?nDG,3.225,372
90,25,346,Millennium Park,Michigan Ave & Pearson St,-87.62408432,-87.62351,41.8810317,41.89766,m{r~FlbyuOUAS?sAG_@@o@?G?U?oEDcBDM@M@o@Dk@BWBqBFqABaABgB?gA@S@K?]@I?yC?kA?E?UEI?MCUGGAiBYe@KOCKA_AMKCWCYCK?Q?K?kADS?W?G?]@cCBG@M?y@@sA@_A@[@aA@sA@mA@_A?a@@}@?_DDy@?g@@i@Aq@EOCy@?e@EI?w@I??AkB,1.174,258
110,176,346,Dearborn St & Erie St,Clark St & Elm St,-87.629318,-87.631253,41.893992,41.903233,_mu~FdbzuOAmF??s@@{@@k@@u@?m@@{@@w@?e@@i@?{@?M?_DD}A@{@Di@Bc@B{AB_D@_CA]?}ABaA@kAD[@]Aa@EaDt@??BzB?j@BbB?rC@nB,0.828,243
173,177,346,Mies van der Rohe Way & Chicago Ave,Theater on the Lake,-87.621743,-87.630834,41.89691,41.926277,u~u~FhsxuOP???BvG?R@|@@dB??y@?e@EI?w@IaAGc@?y@@gD@w@@a@?W@U@U@KA??i@EoBAq@O}Ci@MCa@Ie@Cu@@m@Fe@JkCbAmA^c@LaIxAwAj@aLdBcC^{@FqABaCB{CFk@@c@@}@FeAPi@P_Bp@WJMF{KhEmAh@u@\k@VsChAoDlAmEjA}Cn@{AVyDf@wAToPnD??kCHaA?oB?e@@w@J??B\,2.219,226
268,329,346,Lake Shore Dr & North Blvd,Lake Shore Dr & Diversey Pkwy,-87.626804,-87.63625,41.911722,41.932684,y{x~FnqyuOA?wAp@a@T??Ys@W_@_@a@m@k@SMQCSS??KFo@Dc@Jc@ZuCbC}AdAWRq@h@u@\k@VsChAoDlAmEjA}Cn@{AVyDf@wAToPnD??kCHaA?oB?e@@w@J??NdBD^NdBFh@PrBBT@NH~@LzA??[LUJ_Br@g@V_@NqCtAeCpA}ExCc@\oBnAwBtAq@^e@Z??c@c@QI_@MqBo@oBu@,1.747,202
52,85,345,Michigan Ave & Lake St,Michigan Ave & Oak St,-87.624117,-87.62377664,41.886024,41.90096039,m|s~FrcyuOeA@S@K?]@I?yC?kA?E?UEI?MCUGGAiBYe@KOCKA_AMKCWCYCK?Q?K?kADS?W?G?]@cCBG@M?y@@sA@_A@[@aA@sA@mA@_A?a@@}@?_DDy@?g@@i@Aq@EOCy@?e@EI?w@IaAGc@?y@@gD@w@@a@?W@U@U@KA??i@EoBA?q@,1.02,209
77,89,345,Clinton St & Madison St,Financial Pl & Congress Pkwy,-87.641066,-87.63310582,41.882242,41.87500913,}bs~Fjl|uOhAAbCC|BEbCAtBC|BEbCA??AcH?aACuE?MAQ?_@AkDAM??b@AjAIpBC^A??HAV?f@IRI^WV_@Xs@??JENMFGFEZWLIJIjBoA^[BINI\Q??CwDAe@?eA@S@mA?Q??eB@,0.921,179
66,77,344,Clinton St & Lake St,Clinton St & Madison St,-87.64138231,-87.641066,41.88583274,41.882242,mys~F~l|uOT?R?hFEf@?rEG~DE,0.249,43
91,212,344,Clinton St & Washington Blvd,Wells St & Hubbard St,-87.64117,-87.634262,41.88338,41.889933,ajs~Fpl|uOb@???@K??EQ@sB@wBDO?O??m@He@BeC@c@?k@?qEBI@qABeCDeCHU@mDD{@Ba@?O?I????Y?e@E_CAe@?_@AyB?iEAQ@q@??gDD???uFCgBAsC,0.856,132
110,301,344,Dearborn St & Erie St,Clark St & Schiller St,-87.629318,-87.631501,41.893992,41.907993,_mu~FdbzuOAmF??s@@{@@k@@u@?m@@{@@w@?e@@i@?{@?M?_DD}A@{@Di@Bc@B{AB_D@_CA]?}ABaA@kAD[@]Aa@EaDt@mAFmAD??@hA@r@?X?hBBtC@lC??cA@o@@cGHmHDs@By@@[?,1.168,296
117,229,344,Wilton Ave & Belmont Ave,Southport Ave & Roscoe St,-87.65304,-87.66402,41.94018,41.943739,cm~~Flu~uOl@????dB@R?xBBzB@vB@zB?rB@tBBxB?hB?T?p@@hA?jA?bADnG@`ABhJ?r@@fA??sAB}AByDBuD@wDB{@B,0.853,160
174,212,344,Canal St & Madison St,Wells St & Hubbard St,-87.639833,-87.634262,41.882091,41.889933,abs~Fbc|uOuEBm@He@BeC@c@?k@?qEBI@qABeCDeCHU@mDD{@Ba@?O?I????Y?e@E_CAe@?_@AyB?iEAQ@q@??gDD???uFCgBAsC,0.839,123
181,35,344,LaSalle St & Illinois St,Streeter Dr & Illinois St,-87.63206,-87.6122,41.890749,41.891071,sxt~FhszuOAaE?{EAgACsDAkCCqF?O?G?UCyFAwEAw@IgG?OCaB?uDAyBAs@A]@kB?mEEuD?iAC}BCgEAcB?s@?yBAaB?O?eAAmF,1.024,172
100,192,343,Orleans St & Merchandise Mart Plaza,Canal St & Adams St,-87.63639,-87.639904,41.888243,41.879255,ygt~Ffo{uOuAdAQFc@Hc@@??AeEAeBCqFAQQG??AK?MCsG??dBAj@CfAC^AT?bD?F????^@xA?n@?dB?H?dDBfBBRJZ`@|@f@~@h@~@DJDH^f@ZRNBRBL@dAFVBh@DhBBnAAp@AfA?N?^?d@?`BArAC`@?P?VA~AC|B?v@A~BCf@?^A???N?Z@fF?Z@^@fEAr@,1.306,249
115,156,343,Sheffield Ave & Wellington Ave,Clark St & Wellington Ave,-87.653566,-87.64753866,41.936253,41.93649682,ut}~Fvy~uO?k@GeJIuFCwBCwBGiGAs@,0.311,72
174,100,343,Canal St & Madison St,Orleans St & Merchandise Mart Plaza,-87.639833,-87.63639,41.882091,41.888243,abs~Fbc|uOuEB??AoCE{A?GAqC@yB?S?_@?QAgA@_F??}BB_C@{BBuB@K@sA@sB?E?[@I@iCxBYVONMPIJ??YTCB,0.659,112
210,17,343,Ashland Ave & Division St,Wood St & Division St,-87.667747,-87.67273,41.90345,41.90332,cgw~FjravO@dADdC@vB@xB@zA@xCBrF?z@,0.257,58
48,91,342,Larrabee St & Kingsbury St,Clinton St & Washington Blvd,-87.642884,-87.64117,41.897764,41.88338,gdv~Fpw|uO@?vEIV@JD??DbB@lA@lC?H?JAjA@lC?d@DvF?H?nA?Z??T?Z?\AjBCdA?lBCLK|BCnA@RAF?~BDf@A^?VATA|DC??n@oAb@s@fCwE^{@PYz@_Bb@u@`@s@DGNM??lA?v@At@EZ@rBAf@?p@A`@AfAEf@AhBC??@oC?sA?_AAy@AmF??R?hFEf@?nDG,1.473,245
108,282,342,Halsted St & Polk St,Halsted St & Maxwell St,-87.64664,-87.64693,41.87184,41.86458,ibq~Fln}uO?mA?k@??CGCAE@CH?j@?lC?^??P?VAR?t@Af@AJ?z@Al@AR?|@Ar@AJ?d@AX?zBCXAlA?v@AN?NMhBAl@AR?t@?n@?^Ah@A`AAhBEvB?f@C,0.609,120
150,3,342,Fort Dearborn Dr & 31st St,Shedd Aquarium,-87.608218,-87.61535539,41.838556,41.86722596,grj~Fh~uuOAmA??_@HWDaBVaAR??QrAOZSNg@ToA^oGzBaB~@mEvAwDlAcD|@wD`A_Ez@eDv@gE|@[D{@VmOdDw@P}Af@eBr@_Ad@mAr@UL_@VyA~@uAr@m@Xu@ZoJpDuBv@u@ViEbBoAd@_Bf@[HmCz@sAb@_FhAqB\yCb@uEj@??Aq@@_@?uA?kB?{@?q@?IAuB?oDCe@?]?gAAwBC]?_@??O?I?kA?c@CYGIEQEGEGAUIWCO@??WDQHKLGNAV?PHP,2.346,278
423,426,342,University Ave & 57th St,Ellis Ave & 60th St,-87.59941433,-87.60107276,41.79147573,41.78509715,oka~FhgtuO?p@@fCBzD??xCA|BCTAr@?N?hJGzA@T@nCAlBE`@?`CC,0.533,143
51,91,341,Clark St & Randolph St,Clinton St & Washington Blvd,-87.63188991,-87.64117,41.88457623,41.88338,aqs~FfrzuO?d@@v@?^?r@@jD?l@@HAfF?x@@lF@~@?JAP@J?T?RBxD?h@?rA?|D??k@?qEBI@??BbD?X@bB??R?hFEf@?nDG,0.737,141
52,196,341,Michigan Ave & Lake St,Cityfront Plaza Dr & Pioneer Ct,-87.624117,-87.622105,41.886024,41.890252,m|s~FrcyuOeA@S@K?]@I?yC?kA?E?UEI?MCUGGAiBYe@KOCKA_AMKCWCYCK?Q?K?kADS?W???AKEeG?sB?U??LDLEhBC,0.47,103
174,56,341,Canal St & Madison St,Desplaines St & Kinzie St,-87.639833,-87.64444785,41.882091,41.88871604,abs~Fbc|uOuEBm@He@BeC@c@?k@?qEBI@qABeCDeCHU@mDD{@Ba@?O?I???AZ?v@?tC?\?R@J?r@BrB?rB?jACtE??lA?@?,0.735,106
267,150,341,Lake Park Ave & 47th St,Fort Dearborn Dr & 31st St,-87.591875,-87.608218,41.809443,41.838556,i{d~FxxruOc@JMAGAEGEOKc@Su@Qi@m@oBc@yAi@_Bw@iCIW??IHUNqFlEcBbBo@v@y@v@s@fAeD~Eo@z@yA`B}ApAkGnEy@h@iXhR[RwAr@eDpAk@V}NzFqAj@k@\_An@uAjAyAbBcAnAgDdEiDfEaA`A{ApAyFbEaAp@_DtBqBfAkBr@mBd@q@JiBP??sBMwC?cEC}@Gk@AI?U?c@FoBf@??@lA,2.423,203
35,126,339,Streeter Dr & Illinois St,Clark St & North Ave,-87.6122,-87.631942,41.891071,41.911974,ozt~FdwvuOA{B??eDD??@jABhF??G`ACLENOL_@FkAHUBa@JSHm@XmA|@i@b@y@~@iAr@gBhAcDjB}EtCoHnEi@ZsGvDWLe@VwAx@g@b@OTYl@Qt@KbBMrEKjAIf@Kf@a@pAQ`@[j@KPo@r@[Xw@d@]LgAZwCl@u@LqATaANeG`AaLdBcC^{@FqAB??uAQiBB{ACaAGi@IaAKm@Ca@?y@Hs@NMFUXMZOR??RRFRzAzAd@v@HTXtAHtAExAMz@WfAgAnCSh@k@dBYpAEVI|@ClAB~@Hx@J`@J`@Lb@??TMbAe@h@Y~BoA,2.415,270
191,43,339,Canal St & Monroe St,Michigan Ave & Washington St,-87.63947,-87.62464914,41.8807,41.88389277,wxr~Fta|uOByCAK?mCCsC?W?M?S??Y?eBAmAAKA[S??Q?SAgGHyAJqA@o@A}A@kAEkA?GAYS[_@g@s@g@{@q@kASm@E]C{A?oD@uCD{BC{M?KAsB?}D?iBAa@?u@??GgGAuB?sA??JDF@vAGvAARC??CgC??tB?v@CpACdACr@?,1.354,268
304,296,338,Broadway & Waveland Ave,Broadway & Belmont Ave,-87.648536,-87.645451,41.949078,41.940106,ee`_Gjz}uO@H?r@?dC??hBAzCEt@Aj@Az@Al@AtACtDCtDAfBCl@?`@?~AATC`AArDEnCCjBCv@?v@A???gAA}@CaHA_AAoG,0.878,169
426,423,338,Ellis Ave & 60th St,University Ave & 57th St,-87.60107276,-87.59941433,41.78509715,41.79147573,yc`~FfrtuOaCBa@?mBDoC@UA{AAiJFO?s@?U@}BByC@??C{DAgC?q@,0.533,143
177,220,337,Theater on the Lake,Hampden Ct & Diversey Pkwy,-87.630834,-87.642385,41.926277,41.93262,yu{~FrkzuOJfAD^NdBFh@PrBBT@NH~@LzA??[LUJ_Br@g@V_@NqCtAeCpA}ExCc@\oBnAwBtAq@^e@Zg@`@o@l@U\s@tAc@v@Ub@MTQXk@v@QRk@`@??@dB@`BBjEBfB@|B??p@C,0.911,133
192,48,336,Canal St & Adams St,Larrabee St & Kingsbury St,-87.639904,-87.642884,41.879255,41.897764,upr~Fjd|uOAlFBjBB~D@pC?v@@rAApD?Z@^?d@?R?xB@P?\?lD??kDDiA@yB@}@Bg@@c@?gCDkB@c@@mA@]?e@@uA@S@Q?kB?W@q@?s@@G?uABM?]?uA@wBDc@?e@@o@@oCDg@@Q?]@w@@{A?c@?U@KFuDD}DBU@W@_@?g@@_CEG?S@oAA}BBMIsB@gAAg@?]?[@{@@??AyA?i@AiACsA?KCiAAaCAoA@_@CkC?YAq@C_B??MEKEWAwEHA?,1.893,286
192,100,336,Canal St & Adams St,Orleans St & Merchandise Mart Plaza,-87.639904,-87.63639,41.879255,41.888243,upr~Fjd|uOAlFBjBB~D??{F@eDD_B@kGJ???iH@K??EQ@sB@wBDO?OAoCE{A?GAqC@yB?S?_@?QAgA@_F??}BB_C@{BBuB@K@sA@sB?E?[@I@iCxBYVONMPIJ??YTCB,1.148,190
194,35,336,Wabash Ave & Wacker Pl,Streeter Dr & Illinois St,-87.62603,-87.6122,41.886875,41.891071,i_t~FrmyuOAmC@kB@a@?_@???cB@[?W?WLQBWAmEDsH?c@??[@S?E?{A@gAEG?g@EeD_@KAg@Ei@Iy@Ia@AoAI[COAgCC??@kB?mEEuD?iAC}BCgEAcB?s@?yBAaB?O?eAAmF,0.996,172
321,59,336,Wabash Ave & 8th St,Wabash Ave & Roosevelt Rd,-87.626106,-87.625961,41.871962,41.867227,wbq~F`myuOZ????xCARE`C?X??vDAh@?`@?pBAr@Ar@Af@A|EC|@AfAATA???[C{A?o@?I?K?O?S?mA,0.482,129
91,36,335,Clinton St & Washington Blvd,Franklin St & Jackson Blvd,-87.64117,-87.63532114,41.88338,41.87770796,ajs~Fpl|uOb@???@K??EQ@sB@wBDO?OAoCE{A?GAqC@yB?S??d@?`BArAC`@?P?VA~AC|B?v@A~BCf@?^ApDCX?N?Z?b@AjAIpBC^A??HAV?f@IRI^WV_@Xs@??JENMFGFEZWLIJIjBoA^[BINI\Q??i@Di@@gBBY@[@S?u@?g@?sB@kD@,1.081,203
176,301,335,Clark St & Elm St,Clark St & Schiller St,-87.631253,-87.631501,41.903233,41.907993,qew~FhnzuO?^??g@@s@@_A?cA@o@@cGHmHDs@By@@[?,0.343,59
13,319,334,Wilton Ave & Diversey Pkwy,Greenview Ave & Diversey Pkwy,-87.65268082,-87.665939,41.93250008,41.932595,a}|~Fxs~uOe@????bB?Z@x@@z@?lA@hA@jB@hC@xADfFAzA@x@@bB?fB@R?|@?^?TFpFBzF?hA@dA?vA@pA?`A@~ABrF??Y?,0.71,112
76,24,334,Lake Shore Dr & Monroe St,Fairbanks Ct & Grand Ave,-87.616743,-87.62062,41.880958,41.89186,{zr~F~swuO@v@?\?t@?^@dB@nC?hA?pA?zA@`B?X??[?QKaA?M?{AMi@E}AM_@?cB?gA@g@@Q@a@?[?I@UAK?G@E?mFDK?Y?{A?k@@[@S?E?{A@gAEG?g@EeD_@KAg@Ei@Iy@Ia@AoAI[COAgCCaB@y@@???X?~@,0.983,188
140,49,334,Dearborn Pkwy & Delaware Pl,Dearborn St & Monroe St,-87.629928,-87.62952092,41.899007,41.88131982,wkv~FjezuOU???CaDAkC??zACb@Ch@Cz@E|AA~CEL?z@?h@?d@Av@?z@Al@At@?j@Az@Ar@A`DEl@?|@Ar@?|CEpACpAAnAAnACl@?`@?D?T?v@?~ABRLh@@bCAp@?rAEH?L?J?V?H?|AC~@AR?JAV?vBIl@Ab@Ab@Ax@Ah@?|CAvBE`@ApAApBEj@?fBEdCCzBC???`BBxE??}BDaCA_C@A?,1.66,430
229,117,334,Southport Ave & Roscoe St,Wilton Ave & Belmont Ave,-87.66402,-87.65304,41.943739,41.94018,kc__Gnz`vOz@CvDCtDA???}B?qF?wBA}BAwBC}BAqBAwBCyBAgBCkCAsBA_CAuB?{BAwB?yB??tAE~DCd@A,0.82,216
181,26,333,LaSalle St & Illinois St,McClurg Ct & Illinois St,-87.63206,-87.6173,41.890749,41.89102,sxt~FhszuOAaE?{EAgACsDAkCCqF?O?G?UCyFAwEAw@IgG?OCaB?uDAyBAs@A]@kB?mEEuD?iA,0.761,131
91,31,332,Clinton St & Washington Blvd,Franklin St & Chicago Ave,-87.64117,-87.63563839,41.88338,41.89680204,ajs~Fpl|uOb@???@K??EQ@sB@wBDO?OAoCE{A?GAqC@yB?S?_@?QAgA@_F??}BB_C@{BBuB@K@sA@sB?E?[@I@iCxBYVONMPIJ??YTyAhAQFc@Hc@@Y?w@?c@?gA@m@@}@@s@@m@@s@@{@?q@@S?a@?e@@WAQ?{@@kA@w@?]@I?cABo@?_@@mABaD@cBBe@@}@???AgBAqA?}A?S??g@@,1.354,226
91,98,332,Clinton St & Washington Blvd,LaSalle St & Washington St,-87.64117,-87.63253,41.88338,41.882664,ajs~Fpl|uOb@???@K??EQ@sB@wBDO?OAoCE{A?GAqC@yB?S?_@?QAgA@_FAuG?M??~BC??CgG,0.505,100
192,31,332,Canal St & Adams St,Franklin St & Chicago Ave,-87.639904,-87.63563839,41.879255,41.89680204,upr~Fjd|uOAlFBjBB~D@pC?v@@rAApD?Z@^??Eh@ANGPIDQ@KBm@@eBAs@EICiAOaBAm@@[?e@Be@B}ABs@@u@@}@@_A@o@@mDJaAH_Df@gBl@g@PIBiBv@uAt@i@^mA~@k@h@w@r@_@`@w@|@cBxBsA|B_CfE??oArAa@XSH_@Ba@EOG]WKQMQQk@Mu@GoCL}CBgB?oBAeEAgDImTEkJ?c@AcF?kAD}C@aAFcBBm@??Q?{@@kA@w@?]@I?cABo@?_@@mABaD@cBBe@@}@???AgBAqA?}A?S??g@@,2.377,262
48,133,331,Larrabee St & Kingsbury St,Kingsbury St & Kinzie St,-87.642884,-87.63850577,41.897764,41.88917683,gdv~Fpw|uO@?vEIV@JD??DbB@lA@lC?H?JAjA@lC?d@DvF?H?nA?Z??T?Z?\AjBCdA?lBCLK|BCnA@RAF?~BDf@A^?VATA|DC??n@oAb@s@fCwE^{@PYz@_Bb@u@`@s@DGNM??BuE?kA?sBCsB?s@AK?S?]?uC?w@@[?Y?e@E_CAe@?_@?c@,1.228,201
130,128,331,Damen Ave & Division St,Damen Ave & Chicago Ave,-87.67695,-87.67722,41.90331,41.895769,cfw~FtjcvO?jB??dB?vAEnDExDApDCzDErDGpD?zAExA?^?,0.544,109
177,114,331,Theater on the Lake,Sheffield Ave & Addison St,-87.630834,-87.65445,41.926277,41.94688,yu{~FrkzuOC]e@No@XiDlB{CpA??mALsAHmD@eNMg@@cACk@@q@DiBTeARqAZgC~@sBpA}AlAmBrB{@hAeFvHOTW^i@z@??uAlAeD|C}@z@QRSL??LPHJDLFPHXNn@PdAJjA@x@@dA?R?lA@j@?dD@h@?vF@x@@vA?~A@bB?V?n@BxH@~@B`H@|@?fA?lA@z@?X@xB??o@d@g@`@qGxEmCtB_BjAiAx@o@h@cCdBk@`@??{AC_B@y@@kFB,2.299,306
300,115,331,Broadway & Barry Ave,Sheffield Ave & Wellington Ave,-87.644095,-87.653566,41.937725,41.936253,i}}~Fp~|uOG{L??pBCtBCbBA|A@??DzLC`@Ev@BlMBTFX??YTcAt@m@`@o@d@??FhGBvBBvBHtFFdJ?j@,0.904,229
334,459,331,Lake Shore Dr & Belmont Ave,Lakefront Trail & Bryn Mawr Ave,-87.639192,-87.65231047,41.940775,41.9840367,wp~~Fhb|uOL?nBE??KkAQeAOo@IYGQEMIKMQ{@h@kCtBiBhA_At@??uB`AODm@XcEjBkDvAa@Lu@`@wB~@aD|A[N{GdDsDjBMFgFnCgA`@gATc@DgB?aAEm@?mCAiC@mA@a@B[Bu@HkARy@PuBf@{C~@sBn@}A^iARcD`@{BHeB?yBHuAFsALQBUB{H`A[DwInAMBMBK@_IfA[DmG|@eAPWBODe@DuGz@}ARqDf@aDl@{Cr@y@Rk@NkLfEWJgGvBqHnCsE~A_AXoAZkC^qANoDLgBBI?S?,3.245,227
66,75,330,Clinton St & Lake St,Canal St & Jackson Blvd,-87.64138231,-87.641052,41.88583274,41.878412,mys~F~l|uOT?R?hFEf@?rEGhGGbCC|BEbCAtBC|BEx@A,0.513,86
90,192,330,Millennium Park,Canal St & Adams St,-87.62408432,-87.639904,41.8810317,41.879255,m{r~FlbyuOUAS?y@D_BR??G?MTApD@pC?X??fGKdDCrAEF???DhDDhC?V?`BBxE?`H@rA@l@BnDB|G?H@t@DhFBzCAzA?l@AP?^?N?Z@fF?Z@^@fEAr@,1.061,183
91,217,330,Clinton St & Washington Blvd,May St & Fulton St,-87.64117,-87.656001,41.88338,41.886773,ajs~Fpl|uOb@???@K??EQ@sB@wBDO?O??m@He@BeC@c@????N??CHClFBH?N@fH?z@BhFAzD?R?H?T?p@?\?N?rA?J?L?RAR?vC?TD|EBjFBbFBjFBhFBfFDhF??U@w@?{A@oA?I?wCDgA@???~@,1.178,194
191,133,330,Canal St & Monroe St,Kingsbury St & Kinzie St,-87.63947,-87.63850577,41.8807,41.88917683,wxr~Fta|uOByCAK?mCCsC?W?M??v@A~BCf@?^A???N?Z@fF?Z@^@fE??}B@eCBwB@Y@mB@_GBm@He@BeC@c@?k@?qEBI@qABeCDeCHU@mDD{@Ba@?O?I????Y?e@E_CAe@?_@?c@,1.106,165
320,342,330,Loomis St & Lexington St,Wolcott Ave & Polk St,-87.661501,-87.673688,41.872187,41.871262,odq~Fvl`vO@?PArAC~AAD?t@?N?VAzAA`BAL?lAE??BxF?rCBxA?`F?bB@jA?t@?b@B~C?jADxF?tB@~B@rFBnM??_CBS@m@?c@@S?S@sA@y@@,0.968,252
501,260,330,Richmond St & Diversey Ave,Kedzie Ave & Milwaukee Ave,-87.70119513,-87.707857,41.93190197,41.929567,qz|~FlchvO?T@rAAd@@l@?lA?hA?x@@fB@zF?zB@rB?xB?p@@hA??|@AR?^?bEAJHd@D`ADrAB??T^@XAPEH,0.523,91
503,260,330,Drake Ave & Fullerton Ave,Kedzie Ave & Milwaukee Ave,-87.71544104,-87.707857,41.92439882,41.929567,mj{~Fb|jvOr@A??F~H??c@?{@@Q@u@@a@@eGFuGDe@?q@???GuFCmF?eC?uBAaCAoBAiGA}B?q@AyB??mILKAMEMK??|B{Eb@{@,1.007,182
71,217,329,Morgan St & Lake St,May St & Fulton St,-87.65230486,-87.656001,41.88548331,41.886773,{ws~Fzq~uO@bEBfFElF??wCDgA@???~@,0.266,46
114,177,329,Sheffield Ave & Addison St,Theater on the Lake,-87.65445,-87.630834,41.94688,41.926277,_w__Gj~~uOjFCx@A~AAzAB??j@a@bCeBn@i@hAy@~AkAlCuBpGyEf@a@n@e@??AyB?YA{@?mA?gAA}@CaHA_ACyH?o@?WAcB?_BAwAAy@?wFAi@?eDAk@?mA?SAeAAy@KkAQeA??f@_@h@U??d@o@h@_AfAiCv@qAv@eBj@}@R[PWbFuHfAoAz@y@h@_@h@g@bBcAh@Wp@YxAg@vA[nBWr@E^Az@?d@?d@@pQDdBEbBOlAS??rBEzC@n@Ax@ETE??OeBE_@KgA,2.308,317
229,347,329,Southport Ave & Roscoe St,Ashland Ave & Grace St,-87.66402,-87.6687,41.943739,41.950687,kc__Gnz`vOQ@eB@wDBaBBuA@gA@mB???@|B?rBFnFBrF@hB?P?h@?z@??_@@[@gD@u@@oAByFBa@?oA@???],0.736,134
243,344,329,Lincoln Ave & Leavitt St,Ravenswood Ave & Lawrence Ave,-87.684146,-87.674237,41.962391,41.96909,_wb_GdzdvOdDkB???oCCqDA_DAgDAwC?k@AaC??y@@wBDyDD}DDu@?{@@}@Bw@@}@B_A@wDDoDDiA@S@_@?w@@???oA?u@?S?SByBGsFAu@?u@?cA?SAc@A{B?}@Ai@??C@s@?,1.095,226
304,245,329,Broadway & Waveland Ave,Clarendon Ave & Junior Ter,-87.648536,-87.649603,41.949078,41.961004,ee`_Gjz}uO@H?r@?dC??oABw@@y@?e@@e@@[?W?eA@W???s@?o@@a@@qBB_A@W???UE_BBO?S@uDH{AB}BDmA@M?qF?Q?wAD}BBeDBaABoCBuBB??Au@,0.883,174
49,140,328,Dearborn St & Monroe St,Dearborn Pkwy & Delaware Pl,-87.62952092,-87.629928,41.88131982,41.899007,o}r~FpbzuO_CByB@{BB???mH?]??mBBe@BmBBa@@qA@yB@W?_@@y@?eBBG?W@K?S?E?gCByA@s@@[@SL_BCw@?U?E?a@?m@?oABoA@qA@qAB}CDs@?}@@m@?aDDs@@{@@k@@u@?m@@{@@w@?e@@i@?{@?M???@dE@vB??aDB_B@wAB_A?q@?,1.388,357
53,91,328,Wells St & Erie St,Clinton St & Washington Blvd,-87.634195,-87.64117,41.893832,41.88338,mku~Fh`{uO|BA~CG??AqBAcD??rAAjAA~CA|@AR?R?|@CrA?nAAdBAj@CfAC^AT?bD?F????^@xA?n@?dB?H?dDBfBBRJZ`@|@f@~@h@~@DJDH^f@ZRNBRB???RBfA?jBAf@E|AAp@@|DBbD?X@bB??R?hFEf@?nDG,1.197,218
114,227,328,Sheffield Ave & Addison St,Southport Ave & Waveland Ave,-87.65445,-87.66394,41.94688,41.94815,_w__Gj~~uOkA@??@xA@lBBjF@rA@R?h@@Z?l@?ZBrGBzFBpFBnF@xB@xB??{A?uBB,0.599,122
457,458,328,Clark St & Elmdale Ave,Broadway & Thorndale Ave,-87.6695834,-87.66014062,41.99089375,41.98974251,_jh_Gd`bvOu@?Q?yA@???kMEmNE_Y?iC??fD?tAEj@A~@?xDE???SaB?g@?G?,0.795,146
18,52,327,Wacker Dr & Washington St,Michigan Ave & Lake St,-87.63731329,-87.624117,41.88327159,41.886024,_is~Fdt{uO?]?S?_@?QAgA@_FAuG?MAeF?aA?eA?cFAgH?mH?]EyC?_A@uA?KAsA?sA@qB?s@?Y?_@??cBDM@M@o@Dk@BWBqBFqABaABgB?A?,0.886,160
